,Name,FC,logFC,logCPM,P-Value,FDR,SCLC,NSCLC
12838,MKNK1,-1.047662935,-0.067174633,5.233054758,0.479597465,0.69333226,1.0,1.0
12839,MXI1,1.290770766,0.368232809,5.960865622,0.009220222,0.072278058,0,0
12840,MKNK2,1.118878169,0.162052955,6.671590502,0.353457283,0.583675223,1.0,1.0
12841,MAN1C1,-1.052894252,-0.074360545,5.67583629,0.658140401,0.820052974,0,0
12842,TMEM208,1.041257938,0.058327494,3.498784955,0.760069603,0.884169898,0,0
12843,TMEM209,1.069830769,0.097382602,5.67324602,0.354483622,0.584404494,0,0
12844,FBRS,-1.05811071,-0.081490584,5.461978698,0.38972799,0.615117722,0,0
12845,LOC107985902,2.831432995,1.501532389,-0.744061319,0.034103224,0.151468968,0,0
12846,ARFGEF1,1.097915679,0.134767258,8.354589958,0.137607479,0.340327712,0,0
12847,LOC107985908,-1.260620082,-0.334133551,0.154906791,0.210641168,0.434253192,0,0
12848,UNGP2,1.494846209,0.579997067,-2.094727465,0.46052089,0.678565227,0,0
12849,RAMP2-AS1,1.289699542,0.367035004,0.465173013,0.161206896,0.373003455,0,0
12850,UNGP3,1.021393436,0.030538693,-0.469663299,0.935759217,0.974845709,0,0
12851,LOC107985909,1.012606137,0.018073133,1.562040303,0.943771315,0.979443837,0,0
12852,ZNF804A,1.001403919,0.002024007,5.754376411,0.98455778,0.998287107,0,0
12853,ZNF300P1,-1.871283965,-0.904028502,1.894511362,0.000804909,0.017573487,0,0
